10.0.2.16;45.57.17.140;40622;443;1;0x00000303;43690,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;19018,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,43690,21;ipv4-c018-vie001-ix.1.oca.nflxvideo.net;0x0000eaea,0x0000001d,0x00000017,0x00000018;0
45.57.17.140;10.0.2.16;443;40620;2;0x00000303;4865;43,51;;;
45.57.17.140;10.0.2.16;443;40622;2;0x00000303;4865;43,51;;;
10.0.2.16;45.57.17.152;58694;443;1;0x00000303;2570,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;56026,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,47802,21;ipv4-c046-vie001-ix.1.oca.nflxvideo.net;0x00008a8a,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.17.152;58696;443;1;0x00000303;64250,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;10794,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,64250,21;ipv4-c046-vie001-ix.1.oca.nflxvideo.net;0x0000aaaa,0x0000001d,0x00000017,0x00000018;0
45.57.17.152;10.0.2.16;443;58694;2;0x00000303;4865;43,51;;;
45.57.17.152;10.0.2.16;443;58696;2;0x00000303;4865;43,51;;;
10.0.2.16;45.57.17.138;49924;443;1;0x00000303;39578,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;47802,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,43690,21;ipv4-c016-vie001-ix.1.oca.nflxvideo.net;0x00006a6a,0x0000001d,0x00000017,0x00000018;0
45.57.17.138;10.0.2.16;443;49924;2;0x00000303;4865;43,51;;;
10.0.2.16;45.57.17.158;59914;443;1;0x00000303;51914,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;10794,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,51914,21;ipv4-c058-vie001-ix.1.oca.nflxvideo.net;0x00002a2a,0x0000001d,0x00000017,0x00000018;0
45.57.17.158;10.0.2.16;443;59914;2;0x00000303;4865;43,51;;;
10.0.2.16;35.190.88.7;58106;443;1;0x00000303;4865,4866,4867,49195,49196,52393,49199,49200,52392,49161,49162,49171,49172,156,157,47,53;0,23,65281,10,11,35,16,5,13,51,45,43,21;sessions.bugsnag.com;0x0000001d,0x00000017,0x00000018;0
35.190.88.7;10.0.2.16;443;58106;2;0x00000303;4865;51,43;;;
10.0.2.16;52.30.171.29;41280;443;1;0x00000303;47802,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;35466,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,31354,21;android-appboot.netflix.com;0x0000fafa,0x0000001d,0x00000017,0x00000018;0
52.30.171.29;10.0.2.16;443;41280;2;0x00000303;49199;65281,11;;;0,1,2
10.0.2.16;99.81.251.69;39128;443;1;0x00000303;51914,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;56026,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,14906,21;android-h2.prod.ftl.netflix.com;0x0000eaea,0x0000001d,0x00000017,0x00000018;0
99.81.251.69;10.0.2.16;443;39128;2;0x00000303;4865;51,43;;;
10.0.2.16;34.255.15.69;42002;443;1;0x00000303;31354,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;2570,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,43690,21;android.prod.cloud.netflix.com;0x0000baba,0x0000001d,0x00000017,0x00000018;0
34.255.15.69;10.0.2.16;443;42002;2;0x00000303;4865;51,43;;;
10.0.2.16;45.57.16.137;39378;443;1;0x00000303;31354,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;39578,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,64250,21;occ-0-1490-1489.1.nflxso.net;0x00002a2a,0x0000001d,0x00000017,0x00000018;0
45.57.16.137;10.0.2.16;443;39378;2;0x00000303;4865;43,51;;;
10.0.2.16;45.57.16.137;39380;443;1;0x00000303;64250,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;2570,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,35466,41;occ-0-1490-1489.1.nflxso.net;0x00005a5a,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.16.137;39382;443;1;0x00000303;23130,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;31354,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,47802,41;occ-0-1490-1489.1.nflxso.net;0x0000caca,0x0000001d,0x00000017,0x00000018;0
45.57.16.137;10.0.2.16;443;39380;2;0x00000303;4865;43,51,41;;;
45.57.16.137;10.0.2.16;443;39382;2;0x00000303;4865;43,51,41;;;
10.0.2.16;45.57.17.155;53536;443;1;0x00000303;6682,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;19018,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,51914,21;ipv4-c055-vie001-ix.1.oca.nflxvideo.net;0x00009a9a,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.17.155;53534;443;1;0x00000303;43690,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;56026,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,51914,21;ipv4-c055-vie001-ix.1.oca.nflxvideo.net;0x00002a2a,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.17.155;53532;443;1;0x00000303;14906,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;43690,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,6682,21;ipv4-c055-vie001-ix.1.oca.nflxvideo.net;0x0000baba,0x0000001d,0x00000017,0x00000018;0
45.57.17.155;10.0.2.16;443;53534;2;0x00000303;4865;43,51;;;
45.57.17.155;10.0.2.16;443;53536;2;0x00000303;4865;43,51;;;
45.57.17.155;10.0.2.16;443;53532;2;0x00000303;4865;43,51;;;
10.0.2.16;13.107.42.14;35578;443;1;0x00000303;2570,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53;27242,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,60138;www.linkedin.com;0x00005a5a,0x0000001d,0x00000017,0x00000018;0
13.107.42.14;10.0.2.16;443;35578;2;0x00000303;49200;16,23,65281;;;
10.0.2.16;45.57.74.157;47212;443;1;0x00000303;31354,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;31354,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,64250,21;ipv4-c043-fra002-ix.1.oca.nflxvideo.net;0x0000eaea,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.74.157;47216;443;1;0x00000303;6682,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;19018,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,51914,21;ipv4-c043-fra002-ix.1.oca.nflxvideo.net;0x00001a1a,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.74.157;47214;443;1;0x00000303;23130,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;64250,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,23130,21;ipv4-c043-fra002-ix.1.oca.nflxvideo.net;0x0000eaea,0x0000001d,0x00000017,0x00000018;0
45.57.74.157;10.0.2.16;443;47212;2;0x00000303;4865;43,51;;;
45.57.74.157;10.0.2.16;443;47216;2;0x00000303;4865;43,51;;;
45.57.74.157;10.0.2.16;443;47214;2;0x00000303;4865;43,51;;;
10.0.2.16;45.57.17.149;39064;443;1;0x00000303;23130,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;39578,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,19018,21;ipv4-c040-vie001-ix.1.oca.nflxvideo.net;0x00009a9a,0x0000001d,0x00000017,0x00000018;0
45.57.17.149;10.0.2.16;443;39064;2;0x00000303;4865;43,51;;;
10.0.2.16;45.57.16.157;57530;443;1;0x00000303;47802,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;47802,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,60138,21;ipv4-c051-vie001-ix.1.oca.nflxvideo.net;0x00001a1a,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.16.135;34952;443;1;0x00000303;19018,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;10794,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,56026,21;ipv4-c009-vie001-ix.1.oca.nflxvideo.net;0x00002a2a,0x0000001d,0x00000017,0x00000018;0
45.57.16.157;10.0.2.16;443;57530;2;0x00000303;4865;43,51;;;
45.57.16.135;10.0.2.16;443;34952;2;0x00000303;4865;43,51;;;
10.0.2.16;45.57.16.135;34954;443;1;0x00000303;35466,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;6682,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,64250,41;ipv4-c009-vie001-ix.1.oca.nflxvideo.net;0x0000eaea,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.16.140;38220;443;1;0x00000303;64250,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;23130,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,31354,21;ipv4-c022-vie001-ix.1.oca.nflxvideo.net;0x0000caca,0x0000001d,0x00000017,0x00000018;0
45.57.16.135;10.0.2.16;443;34954;2;0x00000303;4865;43,51,41;;;
45.57.16.140;10.0.2.16;443;38220;2;0x00000303;4865;43,51;;;
10.0.2.16;45.57.74.150;39942;443;1;0x00000303;35466,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;10794,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,14906,21;ipv4-c036-fra002-ix.1.oca.nflxvideo.net;0x00004a4a,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.74.150;39944;443;1;0x00000303;27242,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;35466,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,39578,21;ipv4-c036-fra002-ix.1.oca.nflxvideo.net;0x0000eaea,0x0000001d,0x00000017,0x00000018;0
45.57.74.150;10.0.2.16;443;39942;2;0x00000303;4865;43,51;;;
45.57.74.150;10.0.2.16;443;39944;2;0x00000303;4865;43,51;;;
10.0.2.16;45.57.17.158;59958;443;1;0x00000303;6682,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;60138,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,51914,21;ipv4-c058-vie001-ix.1.oca.nflxvideo.net;0x00007a7a,0x0000001d,0x00000017,0x00000018;0
45.57.17.158;10.0.2.16;443;59958;2;0x00000303;4865;43,51;;;
10.0.2.16;45.57.17.150;59694;443;1;0x00000303;43690,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;35466,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,10794,21;ipv4-c044-vie001-ix.1.oca.nflxvideo.net;0x0000eaea,0x0000001d,0x00000017,0x00000018;0
45.57.17.150;10.0.2.16;443;59694;2;0x00000303;4865;43,51;;;
10.0.2.16;45.57.74.168;50478;443;1;0x00000303;6682,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;47802,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,43690,21;ipv4-c002-fra002-dev-ix.1.oca.nflxvideo.net;0x00004a4a,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.74.168;50480;443;1;0x00000303;47802,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;19018,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,56026,21;ipv4-c002-fra002-dev-ix.1.oca.nflxvideo.net;0x00000a0a,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.74.168;50482;443;1;0x00000303;64250,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;39578,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,19018,21;ipv4-c002-fra002-dev-ix.1.oca.nflxvideo.net;0x00008a8a,0x0000001d,0x00000017,0x00000018;0
45.57.74.168;10.0.2.16;443;50478;2;0x00000303;4865;43,51;;;
45.57.74.168;10.0.2.16;443;50480;2;0x00000303;4865;43,51;;;
45.57.74.168;10.0.2.16;443;50482;2;0x00000303;4865;43,51;;;
10.0.2.16;45.57.17.135;53230;443;1;0x00000303;31354,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;56026,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,39578,21;ipv4-c013-vie001-ix.1.oca.nflxvideo.net;0x00004a4a,0x0000001d,0x00000017,0x00000018;0
45.57.17.135;10.0.2.16;443;53230;2;0x00000303;4865;43,51;;;
10.0.2.16;54.148.66.97;35378;443;1;0x00000303;4865,4866,4867,49195,49196,52393,49199,49200,52392,49171,49172,156,157,47,53;0,23,65281,10,11,35,16,5,13,51,45,43,21;video-edge-21aea0.pdx01.abs.hls.ttvnw.net;0x0000001d,0x00000017,0x00000018;0
54.148.66.97;10.0.2.16;443;35378;2;0x00000303;49199;65281,11,35,16;;;0,1,2
10.0.2.16;45.57.74.158;37898;443;1;0x00000303;23130,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;64250,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,19018,21;ipv4-c044-fra002-ix.1.oca.nflxvideo.net;0x00002a2a,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.74.158;37900;443;1;0x00000303;14906,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;27242,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,10794,21;ipv4-c044-fra002-ix.1.oca.nflxvideo.net;0x0000aaaa,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.74.158;37902;443;1;0x00000303;51914,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;39578,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,56026,21;ipv4-c044-fra002-ix.1.oca.nflxvideo.net;0x00003a3a,0x0000001d,0x00000017,0x00000018;0
45.57.74.158;10.0.2.16;443;37898;2;0x00000303;4865;43,51;;;
45.57.74.158;10.0.2.16;443;37900;2;0x00000303;4865;43,51;;;
45.57.74.158;10.0.2.16;443;37902;2;0x00000303;4865;43,51;;;
